uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,SEPTICEMIA,IGNORADO,"80 - 89",F,3
RJ,SEPTICEMIA,IGNORADO,"80 - 89",M,1
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,3
RJ,SEPTICEMIA,OUTRO,"80 - 89",M,3
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,282
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,145
RJ,SRAG,HOSPITAL,"80 - 89",F,57
RJ,SRAG,HOSPITAL,"80 - 89",M,48
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
RN,OUTRAS,DOMICILIO,"80 - 89",F,234
RN,OUTRAS,DOMICILIO,"80 - 89",M,230
RN,OUTRAS,HOSPITAL,"80 - 89",F,257
RN,OUTRAS,HOSPITAL,"80 - 89",M,197
RN,OUTRAS,IGNORADO,"80 - 89",F,2
RN,OUTRAS,IGNORADO,"80 - 89",M,3
RN,OUTRAS,OUTRO,"80 - 89",F,4
RN,OUTRAS,OUTRO,"80 - 89",M,9
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
RN,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
RN,OUTRAS,VIA_PUBLICA,"80 - 89",M,4
RN,COVID,DOMICILIO,"80 - 89",F,10
RN,COVID,DOMICILIO,"80 - 89",M,8
RN,COVID,HOSPITAL,"80 - 89",F,276
RN,COVID,HOSPITAL,"80 - 89",M,262
RN,COVID,IGNORADO,"80 - 89",F,1
RN,COVID,IGNORADO,"80 - 89",M,1
RN,COVID,OUTRO,"80 - 89",F,1
RN,COVID,OUTRO,"80 - 89",M,4
RN,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
RN,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
RN,COVID,VIA_PUBLICA,"80 - 89",F,1
RN,INDETERMINADA,DOMICILIO,"80 - 89",F,4
RN,INDETERMINADA,DOMICILIO,"80 - 89",M,1
RN,INDETERMINADA,HOSPITAL,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,35
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,16
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,36
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,48
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",F,33
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,34
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,158
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,166
RN,PNEUMONIA,IGNORADO,"80 - 89",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,11
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RN,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,26
RN,SEPTICEMIA,DOMICILIO,"80 - 89",M,27
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,144
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,114
RN,SEPTICEMIA,OUTRO,"80 - 89",F,3
RN,SEPTICEMIA,OUTRO,"80 - 89",M,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RN,SRAG,DOMICILIO,"80 - 89",F,1
RN,SRAG,DOMICILIO,"80 - 89",M,2
RN,SRAG,HOSPITAL,"80 - 89",F,4
RN,SRAG,HOSPITAL,"80 - 89",M,9
RN,SRAG,VIA_PUBLICA,"80 - 89",F,1
RO,OUTRAS,DOMICILIO,"80 - 89",F,94
RO,OUTRAS,DOMICILIO,"80 - 89",M,132
RO,OUTRAS,HOSPITAL,"80 - 89",F,108
RO,OUTRAS,HOSPITAL,"80 - 89",M,118
RO,OUTRAS,OUTRO,"80 - 89",F,5
RO,OUTRAS,OUTRO,"80 - 89",M,8
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RO,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
RO,COVID,DOMICILIO,"80 - 89",F,9
RO,COVID,DOMICILIO,"80 - 89",M,7
RO,COVID,HOSPITAL,"80 - 89",F,179
RO,COVID,HOSPITAL,"80 - 89",M,227
RO,COVID,IGNORADO,"80 - 89",F,1
RO,COVID,OUTRO,"80 - 89",F,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RO,COVID,VIA_PUBLICA,"80 - 89",F,1
RO,INDETERMINADA,DOMICILIO,"80 - 89",F,1
RO,INDETERMINADA,DOMICILIO,"80 - 89",M,3
RO,INDETERMINADA,HOSPITAL,"80 - 89",F,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,9
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,10
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,32
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,25
RO,PNEUMONIA,DOMICILIO,"80 - 89",F,5
RO,PNEUMONIA,DOMICILIO,"80 - 89",M,5
RO,PNEUMONIA,HOSPITAL,"80 - 89",F,34
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,49
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RO,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
RO,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,39
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,37
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,SRAG,HOSPITAL,"80 - 89",F,4
RO,SRAG,HOSPITAL,"80 - 89",M,4
RR,OUTRAS,DOMICILIO,"80 - 89",F,12
RR,OUTRAS,DOMICILIO,"80 - 89",M,11
RR,OUTRAS,HOSPITAL,"80 - 89",F,26
RR,OUTRAS,HOSPITAL,"80 - 89",M,29
RR,OUTRAS,OUTRO,"80 - 89",F,1
RR,OUTRAS,OUTRO,"80 - 89",M,1
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RR,COVID,DOMICILIO,"80 - 89",M,1
RR,COVID,HOSPITAL,"80 - 89",F,34
RR,COVID,HOSPITAL,"80 - 89",M,54
RR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,6
RR,PNEUMONIA,DOMICILIO,"80 - 89",M,1
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,5
RR,PNEUMONIA,HOSPITAL,"80 - 89",M,8
RR,PNEUMONIA,OUTRO,"80 - 89",F,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,SEPTICEMIA,HOSPITAL,"80 - 89",F,6
RR,SEPTICEMIA,HOSPITAL,"80 - 89",M,8
RR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RS,OUTRAS,AMBULANCIA,"80 - 89",M,1
RS,OUTRAS,DOMICILIO,"80 - 89",F,1419
RS,OUTRAS,DOMICILIO,"80 - 89",I,3
RS,OUTRAS,DOMICILIO,"80 - 89",M,1150
RS,OUTRAS,HOSPITAL,"80 - 89",F,2093
RS,OUTRAS,HOSPITAL,"80 - 89",M,1625
RS,OUTRAS,IGNORADO,"80 - 89",F,61
RS,OUTRAS,IGNORADO,"80 - 89",M,43
RS,OUTRAS,OUTRO,"80 - 89",F,112
RS,OUTRAS,OUTRO,"80 - 89",M,92
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,270
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,202
RS,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
RS,OUTRAS,VIA_PUBLICA,"80 - 89",F,10
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,12
RS,COVID,DOMICILIO,"80 - 89",F,60
RS,COVID,DOMICILIO,"80 - 89",M,61
RS,COVID,HOSPITAL,"80 - 89",F,1678
RS,COVID,HOSPITAL,"80 - 89",I,1
RS,COVID,HOSPITAL,"80 - 89",M,1680
RS,COVID,IGNORADO,"80 - 89",F,39
RS,COVID,IGNORADO,"80 - 89",M,31
RS,COVID,OUTRO,"80 - 89",F,9
RS,COVID,OUTRO,"80 - 89",M,11
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,99
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,73
RS,COVID,VIA_PUBLICA,"80 - 89",M,1
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,32
RS,INDETERMINADA,DOMICILIO,"80 - 89",M,33
RS,INDETERMINADA,HOSPITAL,"80 - 89",F,7
RS,INDETERMINADA,HOSPITAL,"80 - 89",M,10
RS,INDETERMINADA,IGNORADO,"80 - 89",M,1
RS,INDETERMINADA,OUTRO,"80 - 89",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RS,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,85
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,93
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,424
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,368
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,6
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,4
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,6
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,33
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,24
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,72
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,54
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,991
RS,PNEUMONIA,HOSPITAL,"80 - 89",I,1
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,889
RS,PNEUMONIA,IGNORADO,"80 - 89",F,13
RS,PNEUMONIA,IGNORADO,"80 - 89",M,15
RS,PNEUMONIA,OUTRO,"80 - 89",F,19
RS,PNEUMONIA,OUTRO,"80 - 89",M,6
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,76
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,39
RS,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,46
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,22
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,917
RS,SEPTICEMIA,HOSPITAL,"80 - 89",I,2
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,591
RS,SEPTICEMIA,IGNORADO,"80 - 89",F,8
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,7
RS,SEPTICEMIA,OUTRO,"80 - 89",F,8
RS,SEPTICEMIA,OUTRO,"80 - 89",M,4
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,63
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,21
RS,SRAG,DOMICILIO,"80 - 89",F,1
RS,SRAG,HOSPITAL,"80 - 89",F,19
RS,SRAG,HOSPITAL,"80 - 89",M,12
RS,SRAG,IGNORADO,"80 - 89",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SC,OUTRAS,DOMICILIO,"80 - 89",F,626
SC,OUTRAS,DOMICILIO,"80 - 89",M,527
SC,OUTRAS,HOSPITAL,"80 - 89",F,927
SC,OUTRAS,HOSPITAL,"80 - 89",M,790
SC,OUTRAS,IGNORADO,"80 - 89",F,4
SC,OUTRAS,IGNORADO,"80 - 89",M,2
SC,OUTRAS,OUTRO,"80 - 89",F,38
SC,OUTRAS,OUTRO,"80 - 89",M,24
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,58
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,55
SC,OUTRAS,VIA_PUBLICA,"80 - 89",F,5
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,7
SC,COVID,DOMICILIO,"80 - 89",F,35
SC,COVID,DOMICILIO,"80 - 89",M,25
SC,COVID,HOSPITAL,"80 - 89",F,768
SC,COVID,HOSPITAL,"80 - 89",I,1
SC,COVID,HOSPITAL,"80 - 89",M,797
SC,COVID,IGNORADO,"80 - 89",F,1
SC,COVID,IGNORADO,"80 - 89",M,2
SC,COVID,OUTRO,"80 - 89",F,3
SC,COVID,OUTRO,"80 - 89",M,10
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,27
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,21
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,8
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,15
SC,INDETERMINADA,HOSPITAL,"80 - 89",F,8
SC,INDETERMINADA,HOSPITAL,"80 - 89",M,4
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,37
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,43
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,167
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",I,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,177
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,5
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,47
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,40
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,431
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,410
SC,PNEUMONIA,IGNORADO,"80 - 89",M,2
SC,PNEUMONIA,OUTRO,"80 - 89",F,3
SC,PNEUMONIA,OUTRO,"80 - 89",M,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
SC,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
SC,SEPTICEMIA,DOMICILIO,"80 - 89",F,11
SC,SEPTICEMIA,DOMICILIO,"80 - 89",M,12
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,400
SC,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,264
SC,SEPTICEMIA,OUTRO,"80 - 89",M,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SC,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
SC,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,2
SC,SRAG,DOMICILIO,"80 - 89",F,1
SC,SRAG,HOSPITAL,"80 - 89",F,10
SC,SRAG,HOSPITAL,"80 - 89",M,7
SE,OUTRAS,DOMICILIO,"80 - 89",F,124
SE,OUTRAS,DOMICILIO,"80 - 89",M,120
SE,OUTRAS,HOSPITAL,"80 - 89",F,120
SE,OUTRAS,HOSPITAL,"80 - 89",M,131
SE,OUTRAS,IGNORADO,"80 - 89",F,2
SE,OUTRAS,OUTRO,"80 - 89",F,3
SE,OUTRAS,OUTRO,"80 - 89",M,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,100
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,102
SE,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
SE,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
SE,COVID,DOMICILIO,"80 - 89",F,11
SE,COVID,DOMICILIO,"80 - 89",M,9
SE,COVID,HOSPITAL,"80 - 89",F,195
SE,COVID,HOSPITAL,"80 - 89",M,174
SE,COVID,IGNORADO,"80 - 89",F,2
SE,COVID,IGNORADO,"80 - 89",M,3
SE,COVID,OUTRO,"80 - 89",M,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
SE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,21
SE,COVID,VIA_PUBLICA,"80 - 89",F,1
SE,COVID,VIA_PUBLICA,"80 - 89",M,1
SE,INDETERMINADA,DOMICILIO,"80 - 89",F,5
SE,INDETERMINADA,DOMICILIO,"80 - 89",M,4
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,7
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,8
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,29
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,31
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SE,PNEUMONIA,DOMICILIO,"80 - 89",F,5
SE,PNEUMONIA,DOMICILIO,"80 - 89",M,6
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,60
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,59
SE,PNEUMONIA,IGNORADO,"80 - 89",M,1
SE,PNEUMONIA,OUTRO,"80 - 89",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,9
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,97
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,66
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SE,SRAG,HOSPITAL,"80 - 89",F,4
SE,SRAG,HOSPITAL,"80 - 89",M,5
SE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SP,OUTRAS,AMBULANCIA,"80 - 89",F,2
SP,OUTRAS,DOMICILIO,"80 - 89",F,3779
SP,OUTRAS,DOMICILIO,"80 - 89",I,6
SP,OUTRAS,DOMICILIO,"80 - 89",M,3191
SP,OUTRAS,HOSPITAL,"80 - 89",F,6214
SP,OUTRAS,HOSPITAL,"80 - 89",I,6
SP,OUTRAS,HOSPITAL,"80 - 89",M,5190
SP,OUTRAS,IGNORADO,"80 - 89",F,49
SP,OUTRAS,IGNORADO,"80 - 89",I,381
SP,OUTRAS,IGNORADO,"80 - 89",M,48
SP,OUTRAS,OUTRO,"80 - 89",F,369
SP,OUTRAS,OUTRO,"80 - 89",I,2
SP,OUTRAS,OUTRO,"80 - 89",M,278
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,700
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,555
SP,OUTRAS,POSTO_SAUDE,"80 - 89",F,16
SP,OUTRAS,POSTO_SAUDE,"80 - 89",M,12
SP,OUTRAS,VIA_PUBLICA,"80 - 89",F,25
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,31
SP,COVID,DOMICILIO,"80 - 89",F,145
SP,COVID,DOMICILIO,"80 - 89",M,154
SP,COVID,HOSPITAL,"80 - 89",F,5880
SP,COVID,HOSPITAL,"80 - 89",I,1
SP,COVID,HOSPITAL,"80 - 89",M,6304
SP,COVID,IGNORADO,"80 - 89",F,29
SP,COVID,IGNORADO,"80 - 89",M,28
SP,COVID,OUTRO,"80 - 89",F,82
SP,COVID,OUTRO,"80 - 89",M,54
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,313
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,330
SP,COVID,POSTO_SAUDE,"80 - 89",F,9
SP,COVID,POSTO_SAUDE,"80 - 89",M,6
SP,COVID,VIA_PUBLICA,"80 - 89",F,3
SP,COVID,VIA_PUBLICA,"80 - 89",M,1
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,63
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,68
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,27
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,17
SP,INDETERMINADA,IGNORADO,"80 - 89",M,1
SP,INDETERMINADA,OUTRO,"80 - 89",F,5
SP,INDETERMINADA,OUTRO,"80 - 89",M,3
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"80 - 89",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,239
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,239
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1313
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1044
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,11
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,35
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,38
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,138
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,127
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,3
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,4
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,4
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,176
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,174
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,3744
SP,PNEUMONIA,HOSPITAL,"80 - 89",I,1
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,3460
SP,PNEUMONIA,IGNORADO,"80 - 89",F,12
SP,PNEUMONIA,IGNORADO,"80 - 89",M,14
SP,PNEUMONIA,OUTRO,"80 - 89",F,68
SP,PNEUMONIA,OUTRO,"80 - 89",M,55
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,214
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,186
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,4
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,6
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,3
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,110
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,67
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,3036
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,2094
SP,SEPTICEMIA,IGNORADO,"80 - 89",F,3
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,5
SP,SEPTICEMIA,OUTRO,"80 - 89",F,41
SP,SEPTICEMIA,OUTRO,"80 - 89",M,32
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,169
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,113
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,4
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,1
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,2
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
SP,SRAG,DOMICILIO,"80 - 89",F,3
SP,SRAG,DOMICILIO,"80 - 89",M,5
SP,SRAG,HOSPITAL,"80 - 89",F,119
SP,SRAG,HOSPITAL,"80 - 89",M,135
SP,SRAG,OUTRO,"80 - 89",F,4
SP,SRAG,OUTRO,"80 - 89",M,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
TO,OUTRAS,DOMICILIO,"80 - 89",F,65
TO,OUTRAS,DOMICILIO,"80 - 89",M,119
TO,OUTRAS,HOSPITAL,"80 - 89",F,67
TO,OUTRAS,HOSPITAL,"80 - 89",M,89
TO,OUTRAS,IGNORADO,"80 - 89",F,3
TO,OUTRAS,IGNORADO,"80 - 89",M,2
TO,OUTRAS,OUTRO,"80 - 89",F,1
TO,OUTRAS,OUTRO,"80 - 89",M,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
TO,OUTRAS,POSTO_SAUDE,"80 - 89",M,2
TO,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
TO,COVID,DOMICILIO,"80 - 89",F,3
TO,COVID,DOMICILIO,"80 - 89",M,2
TO,COVID,HOSPITAL,"80 - 89",F,110
TO,COVID,HOSPITAL,"80 - 89",I,1
TO,COVID,HOSPITAL,"80 - 89",M,152
